Confirm_Count,ID
55,1664
60,1665
85,1666
85,1667
95,1668
110,1669
195,1670
195,1671
189,1672
210,1673
214,1674
214,1675
228,1676
256,1677
278,1678
285,1679
305,1680
0,1681
0,1682
0,1683
0,1684
0,1685
0,1686
0,1687
0,1688
0,1689
0,1690
0,1691
0,1692
0,1693
0,1694
0,1695
0,1696
0,1697
0,1698
0,1699
0,1700
0,1701
0,1702
0,1703
0,1704
0,1705
0,1706
0,1707
0,1708
0,1709
0,1710
0,1711
0,1712
0,1713
1,1714
11,1715
26,1716
43,1717
45,1718
45,1719
45,1720
56,1721
56,1722
56,1723
58,1724
58,1725
61,1726
64,1727
64,1728
69,1729
72,1730
80,1731
80,1732
104,1733
112,1734
123,1735
130,1736
142,1737
148,1738
159,1739
176,1740
0,1741
0,1742
0,1743
0,1744
0,1745
0,1746
0,1747
0,1748
0,1749
0,1750
0,1751
0,1752
0,1753
0,1754
0,1755
0,1756
0,1757
0,1758
0,1759
0,1760
0,1761
0,1762
0,1763
0,1764
0,1765
0,1766
0,1767
0,1768
0,1769
0,1770
0,1771
0,1772
0,1773
0,1774
1,1775
1,1776
1,1777
1,1778
1,1779
1,1780
3,1781
5,1782
12,1783
12,1784
17,1785
17,1786
19,1787
20,1788
20,1789
20,1790
24,1791
26,1792
37,1793
48,1794
54,1795
60,1796
74,1797
87,1798
90,1799
139,1800
0,1801
0,1802
0,1803
0,1804
0,1805
0,1806
0,1807
0,1808
0,1809
0,1810
0,1811
0,1812
0,1813
0,1814
0,1815
0,1816
0,1817
0,1818
0,1819
0,1820
0,1821
0,1822
0,1823
0,1824
0,1825
0,1826
0,1827
0,1828
0,1829
0,1830
0,1831
0,1832
0,1833
0,1834
1,1835
3,1836
3,1837
5,1838
6,1839
7,1840
7,1841
9,1842
10,1843
10,1844
11,1845
12,1846
12,1847
12,1848
14,1849
19,1850
19,1851
32,1852
38,1853
49,1854
57,1855
65,1856
81,1857
105,1858
128,1859
206,1860
0,1861
0,1862
0,1863
0,1864
0,1865
0,1866
0,1867
0,1868
0,1869
0,1870
0,1871
0,1872
0,1873
0,1874
0,1875
0,1876
0,1877
0,1878
0,1879
0,1880
0,1881
0,1882
0,1883
0,1884
0,1885
0,1886
0,1887
0,1888
0,1889
0,1890
0,1891
0,1892
0,1893
0,1894
1,1895
1,1896
8,1897
8,1898
18,1899
27,1900
42,1901
56,1902
90,1903
114,1904
214,1905
268,1906
337,1907
374,1908
491,1909
652,1910
652,1911
1139,1912
1359,1913
2200,1914
2200,1915
2700,1916
3028,1917
4075,1918
5294,1919
6575,1920
0,1921
0,1922
0,1923
0,1924
0,1925
0,1926
0,1927
0,1928
0,1929
0,1930
0,1931
0,1932
0,1933
0,1934
0,1935
0,1936
0,1937
0,1938
0,1939
0,1940
0,1941
0,1942
0,1943
0,1944
0,1945
0,1946
0,1947
0,1948
0,1949
0,1950
0,1951
0,1952
0,1953
0,1954
2,1955
2,1956
3,1957
3,1958
9,1959
14,1960
18,1961
21,1962
29,1963
41,1964
55,1965
79,1966
104,1967
131,1968
182,1969
246,1970
302,1971
504,1972
655,1973
860,1974
1018,1975
1332,1976
1646,1977
2013,1978
2388,1979
2814,1980
0,1981
0,1982
0,1983
0,1984
0,1985
0,1986
0,1987
0,1988
0,1989
0,1990
0,1991
0,1992
0,1993
0,1994
0,1995
0,1996
0,1997
0,1998
0,1999
0,2000
0,2001
0,2002
0,2003
0,2004
0,2005
0,2006
0,2007
0,2008
0,2009
0,2010
1,2011
1,2012
1,2013
1,2014
1,2015
2,2016
3,2017
4,2018
7,2019
10,2020
10,2021
12,2022
15,2023
20,2024
37,2025
43,2026
61,2027
61,2028
83,2029
109,2030
131,2031
161,2032
193,2033
251,2034
255,2035
337,2036
433,2037
677,2038
705,2039
883,2040
0,2041
0,2042
0,2043
0,2044
0,2045
0,2046
0,2047
0,2048
0,2049
0,2050
0,2051
0,2052
0,2053
0,2054
0,2055
0,2056
0,2057
0,2058
0,2059
0,2060
0,2061
0,2062
0,2063
0,2064
0,2065
0,2066
0,2067
0,2068
0,2069
0,2070
0,2071
0,2072
0,2073
0,2074
0,2075
2,2076
2,2077
2,2078
4,2079
4,2080
4,2081
5,2082
5,2083
5,2084
6,2085
6,2086
6,2087
6,2088
16,2089
19,2090
20,2091
28,2092
31,2093
53,2094
136,2095
236,2096
299,2097
454,2098
501,2099
730,2100
0,2101
0,2102
0,2103
0,2104
0,2105
0,2106
0,2107
0,2108
0,2109
0,2110
0,2111
0,2112
0,2113
0,2114
0,2115
0,2116
0,2117
0,2118
0,2119
0,2120
0,2121
0,2122
0,2123
0,2124
0,2125
0,2126
0,2127
0,2128
0,2129
0,2130
0,2131
0,2132
0,2133
0,2134
0,2135
1,2136
1,2137
1,2138
2,2139
2,2140
2,2141
2,2142
4,2143
4,2144
13,2145
13,2146
20,2147
25,2148
31,2149
38,2150
52,2151
151,2152
151,2153
162,2154
200,2155
321,2156
372,2157
621,2158
793,2159
1021,2160
0,2161
0,2162
0,2163
0,2164
0,2165
0,2166
0,2167
0,2168
0,2169
0,2170
0,2171
0,2172
0,2173
0,2174
0,2175
0,2176
0,2177
0,2178
0,2179
0,2180
0,2181
0,2182
0,2183
0,2184
0,2185
0,2186
0,2187
0,2188
0,2189
0,2190
0,2191
0,2192
0,2193
0,2194
0,2195
1,2196
1,2197
1,2198
1,2199
3,2200
3,2201
3,2202
3,2203
4,2204
4,2205
4,2206
13,2207
15,2208
15,2209
24,2210
24,2211
25,2212
30,2213
33,2214
33,2215
34,2216
38,2217
40,2218
43,2219
49,2220
0,2221
0,2222
0,2223
0,2224
0,2225
0,2226
0,2227
0,2228
0,2229
0,2230
0,2231
0,2232
0,2233
0,2234
0,2235
0,2236
0,2237
0,2238
0,2239
0,2240
0,2241
0,2242
0,2243
0,2244
0,2245
0,2246
0,2247
0,2248
0,2249
0,2250
0,2251
0,2252
0,2253
0,2254
0,2255
1,2256
3,2257
4,2258
4,2259
7,2260
7,2261
7,2262
9,2263
31,2264
45,2265
46,2266
73,2267
73,2268
89,2269
99,2270
99,2271
190,2272
228,2273
331,2274
331,2275
387,2276
418,2277
418,2278
495,2279
530,2280
0,2281
0,2282
0,2283
0,2284
0,2285
0,2286
0,2287
0,2288
0,2289
0,2290
0,2291
0,2292
0,2293
0,2294
0,2295
0,2296
0,2297
0,2298
0,2299
0,2300
0,2301
0,2302
0,2303
0,2304
0,2305
0,2306
0,2307
0,2308
0,2309
0,2310
0,2311
0,2312
0,2313
0,2314
0,2315
1,2316
1,2317
1,2318
1,2319
1,2320
1,2321
1,2322
1,2323
1,2324
3,2325
3,2326
3,2327
3,2328
7,2329
7,2330
7,2331
14,2332
14,2333
14,2334
18,2335
26,2336
35,2337
48,2338
67,2339
85,2340
0,2341
0,2342
0,2343
0,2344
0,2345
0,2346
0,2347
0,2348
0,2349
0,2350
0,2351
0,2352
0,2353
0,2354
0,2355
0,2356
0,2357
0,2358
0,2359
0,2360
0,2361
0,2362
0,2363
0,2364
0,2365
0,2366
0,2367
0,2368
0,2369
0,2370
0,2371
0,2372
0,2373
0,2374
0,2375
1,2376
1,2377
6,2378
15,2379
19,2380
25,2381
32,2382
56,2383
87,2384
108,2385
147,2386
176,2387
205,2388
400,2389
598,2390
702,2391
996,2392
1090,2393
1221,2394
1333,2395
1463,2396
1550,2397
1746,2398
1914,2399
2118,2400
0,2401
0,2402
0,2403
0,2404
0,2405
0,2406
0,2407
0,2408
0,2409
0,2410
0,2411
0,2412
0,2413
0,2414
0,2415
0,2416
0,2417
0,2418
0,2419
0,2420
0,2421
0,2422
0,2423
0,2424
0,2425
0,2426
0,2427
0,2428
0,2429
0,2430
0,2431
0,2432
0,2433
0,2434
0,2435
1,2436
1,2437
3,2438
3,2439
3,2440
3,2441
3,2442
4,2443
6,2444
9,2445
9,2446
15,2447
15,2448
25,2449
45,2450
49,2451
89,2452
123,2453
131,2454
158,2455
184,2456
260,2457
277,2458
308,2459
367,2460
0,2461
0,2462
0,2463
0,2464
0,2465
0,2466
0,2467
0,2468
0,2469
0,2470
0,2471
0,2472
0,2473
0,2474
0,2475
0,2476
0,2477
0,2478
0,2479
0,2480
0,2481
0,2482
0,2483
0,2484
0,2485
0,2486
0,2487
0,2488
0,2489
0,2490
0,2491
0,2492
0,2493
0,2494
0,2495
0,2496
1,2497
1,2498
1,2499
1,2500
1,2501
2,2502
2,2503
3,2504
10,2505
10,2506
10,2507
10,2508
12,2509
16,2510
16,2511
79,2512
115,2513
171,2514
205,2515
225,2516
258,2517
267,2518
283,2519
306,2520
0,2521
0,2522
0,2523
0,2524
0,2525
0,2526
0,2527
0,2528
0,2529
0,2530
0,2531
0,2532
0,2533
0,2534
0,2535
0,2536
0,2537
0,2538
0,2539
0,2540
0,2541
0,2542
0,2543
0,2544
0,2545
0,2546
0,2547
0,2548
0,2549
0,2550
0,2551
0,2552
0,2553
0,2554
0,2555
0,2556
1,2557
1,2558
1,2559
1,2560
8,2561
10,2562
16,2563
21,2564
21,2565
23,2566
36,2567
36,2568
51,2569
62,2570
69,2571
80,2572
80,2573
101,2574
109,2575
109,2576
119,2577
119,2578
144,2579
144,2580
0,2581
0,2582
0,2583
0,2584
0,2585
0,2586
0,2587
0,2588
0,2589
0,2590
0,2591
0,2592
0,2593
0,2594
0,2595
0,2596
0,2597
0,2598
0,2599
0,2600
0,2601
0,2602
0,2603
0,2604
0,2605
0,2606
0,2607
0,2608
0,2609
0,2610
0,2611
0,2612
0,2613
0,2614
0,2615
0,2616
0,2617
1,2618
1,2619
1,2620
1,2621
1,2622
6,2623
6,2624
6,2625
6,2626
6,2627
6,2628
9,2629
9,2630
12,2631
27,2632
27,2633
27,2634
36,2635
36,2636
51,2637
51,2638
69,2639
76,2640
0,2641
0,2642
0,2643
0,2644
0,2645
0,2646
0,2647
0,2648
0,2649
0,2650
0,2651
0,2652
0,2653
0,2654
0,2655
0,2656
0,2657
0,2658
0,2659
0,2660
0,2661
0,2662
0,2663
0,2664
0,2665
0,2666
0,2667
0,2668
0,2669
0,2670
0,2671
0,2672
0,2673
0,2674
0,2675
0,2676
0,2677
1,2678
1,2679
3,2680
6,2681
11,2682
26,2683
34,2684
43,2685
50,2686
50,2687
58,2688
69,2689
85,2690
103,2691
134,2692
156,2693
171,2694
180,2695
220,2696
250,2697
330,2698
409,2699
473,2700
0,2701
0,2702
0,2703
0,2704
0,2705
0,2706
0,2707
0,2708
0,2709
0,2710
0,2711
0,2712
0,2713
0,2714
0,2715
0,2716
0,2717
0,2718
0,2719
0,2720
0,2721
0,2722
0,2723
0,2724
0,2725
0,2726
0,2727
0,2728
0,2729
0,2730
0,2731
0,2732
0,2733
0,2734
0,2735
0,2736
0,2737
1,2738
1,2739
1,2740
1,2741
1,2742
1,2743
1,2744
1,2745
1,2746
1,2747
1,2748
1,2749
3,2750
3,2751
6,2752
8,2753
12,2754
17,2755
25,2756
27,2757
36,2758
49,2759
83,2760
0,2761
0,2762
0,2763
0,2764
0,2765
0,2766
0,2767
0,2768
0,2769
0,2770
0,2771
0,2772
0,2773
0,2774
0,2775
0,2776
0,2777
0,2778
0,2779
0,2780
0,2781
0,2782
0,2783
0,2784
0,2785
0,2786
0,2787
0,2788
0,2789
0,2790
0,2791
0,2792
0,2793
0,2794
0,2795
0,2796
0,2797
1,2798
4,2799
5,2800
5,2801
5,2802
5,2803
5,2804
6,2805
6,2806
7,2807
7,2808
7,2809
8,2810
12,2811
12,2812
26,2813
41,2814
53,2815
82,2816
93,2817
118,2818
164,2819
203,2820
0,2821
0,2822
0,2823
0,2824
0,2825
0,2826
0,2827
0,2828
0,2829
0,2830
0,2831
0,2832
0,2833
0,2834
0,2835
0,2836
0,2837
0,2838
0,2839
0,2840
0,2841
0,2842
0,2843
0,2844
0,2845
0,2846
0,2847
0,2848
0,2849
0,2850
0,2851
0,2852
0,2853
0,2854
0,2855
0,2856
0,2857
1,2858
1,2859
1,2860
1,2861
1,2862
3,2863
3,2864
4,2865
5,2866
5,2867
5,2868
5,2869
5,2870
5,2871
5,2872
6,2873
8,2874
8,2875
12,2876
20,2877
28,2878
39,2879
52,2880
0,2881
0,2882
0,2883
0,2884
0,2885
0,2886
0,2887
0,2888
0,2889
0,2890
0,2891
0,2892
0,2893
0,2894
0,2895
0,2896
0,2897
0,2898
0,2899
0,2900
0,2901
0,2902
0,2903
0,2904
0,2905
0,2906
0,2907
0,2908
0,2909
0,2910
0,2911
0,2912
0,2913
0,2914
0,2915
0,2916
0,2917
1,2918
1,2919
1,2920
1,2921
1,2922
1,2923
1,2924
1,2925
1,2926
1,2927
2,2928
2,2929
2,2930
2,2931
2,2932
2,2933
2,2934
2,2935
3,2936
8,2937
8,2938
12,2939
22,2940
0,2941
0,2942
0,2943
0,2944
0,2945
0,2946
0,2947
0,2948
0,2949
0,2950
0,2951
0,2952
0,2953
0,2954
0,2955
0,2956
0,2957
0,2958
0,2959
0,2960
0,2961
0,2962
0,2963
0,2964
0,2965
0,2966
0,2967
0,2968
0,2969
0,2970
0,2971
0,2972
0,2973
0,2974
0,2975
